SKU,name,URL to product,price,Retail Price,URL to image,URL to thumbnail image,Commission,Category,Subcategory,Description,SearchTerms,Status,MerchantID,Custom 1,Custom 2,Custom 3,Custom 4,Custom 5,StoreID,Manufacturer,PartNumber,MerchantCategory,MerchantSubCategory,ShortDescription,ISBN,UPC,CrossSell,MerchantGroup,MerchantSubgroup,CompatibleWith,CompareTo,QuantityDiscount,Bestseller,AddToCartURL,ReviewsRSSURL,Option1,Option2,Option3,Option4,Option5,ReservedForFutureUse1,ReservedForFutureUse2,ReservedForFutureUse3,ReservedForFutureUse4,ReservedForFutureUse5,ReservedForFutureUse6,ReservedForFutureUse7,ReservedForFutureUse8,ReservedForFutureUse9
CMH3806,DiabEase Skin Calming Cream,http://www.wrightstuff.biz/diskcacr.html,14.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/diskcacr.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/diskcacr.jpg,,12,183,"Skin Calming Cream helps soothe itching and irritation that is common to diabetic skin. Natural soothing ingredients such as Oat, Aloe, Chamomile and Vitamin E are blended with inflammation reducing botanicals including Eugenol from Clove Oil and Green Tea extract. Naturally anti-bacterial Tea Tree and Masada Dead Sea Minerals help detoxify skin and encourage healthy rejuvenation. Urea and vegetable based emollients keep skin soft and hydrated. This patent-pending cream uses a nourishing vitamin and botanical complex in conjunction with Dead Sea Minerals to help soothe itching and irritation that is common to diabetic skin. DiabEase Skin Calming Cream Features: Oat, Chamomile, and Eugenol from Clove Oil naturally calm and comfort the skin. Antibacterial Dead Sea Minerals and Antiseptic Tea. Antioxidant Vitamin E and Green Tea Extract help defend skin against environmental stress. Ultra-hydrating Urea softens and moisturizes dry, flaky skin to help relieve irritation and itching. DiabEase Skin Calming Cream Specifications: Size 6 oz.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",722498038067,For Your Comfort,DiabEase Diabetic Foot & Skin Care Products,Helps soothe itching and irritation that is common to diabetic skin.,,722498038067,,,,,,,,,,,,,,,,,,,,,,,
CJB0701,100 Questions & Answers About Stroke: A Lahey Clinic Guide,http://www.wrightstuff.biz/100quanabstl.html,19.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/100quanabstl.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/100quanabstl.jpg,,12,183,"There are 750,000 strokes in the United States each year. Whether you're a newly diagnosed patient or a loved one of someone who has suffered from a stroke, this book offers help. The only text to provide both the doctor's and patient's views, 100 Questions & Answers About Stroke: A Lahey Clinic Guide provides authoritative, practical answers to the most common questions asked by patients and their loved ones. Written by an expert in the field, this clearly-written book is a complete guide to causes, treatments, and much more. Including actual patient commentary, 100 Questions & Answers About Stroke is an invaluable resource. ""The one thing stroke sufferers and their loved ones crave, besides a full recovery, is information. This book anticipates just about anything you could want to know on the subject; it is the quintessential desk reference on stroke.""Julia Fox GarrisonStroke Survivor 100 Questions & Answers About Stroke Features: Provides authoritative, practical answers to the most common questions asked by patients and their loved ones. This book is a complete guide to finding the answers to questions about causes, treatments, and much more. 100 Questions & Answers About Stroke Specifications: 185 pages filled with the answers to all of your questions. Includes an index, glossary, and appendix.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",9780763750701,Around the House,Books and Videos,"A complete guide to stroke causes, treatments, & much more.",0763750700,,,,,,,,,,,,,,,,,,,,,,,,
AJB3747,Roll A Lotion Massager & Lotion Applicator,http://www.wrightstuff.biz/rolomaandloa.html,8.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/rolomaandloa.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/rolomaandloa.jpg,,12,183,"Now you can easily apply lotion to your back and elsewhere while massaging your muscles - all without the need to twist and turn into a human pretzel. Just fill the Roll A Lotion Massager and Lotion Applicator with your favorite moisturizer, oil or foaming bath gel. The 19 rolling balls soothe and invigorate as they massage in the liquid evenly. The extra long removable handle makes it easy to reach your back - or any other hard-to-reach area. You can slide the handle off the applicator to massage your arms or legs without getting your hands greasy. Roll A Lotion Massager and Lotion Applicator Features: 19 rolling balls soothe and invigorate. Great to reach ankles & feet. Extra long handle. Hangs for easy storage. Roll A Lotion Massager and Lotion Applicator Specifications: Length 17 inches. Massage Balls 19.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",17874137473,Getting Ready,Long Handle Bath Sponges and Bath Brushes,Easily apply lotion to your back and elsewhere while massaging your muscles.,,017874137473,,,,,,,,,,,,,,,,,,,,,,,
AKT1072,Rocking T Knife Carrying Case,http://www.wrightstuff.biz/cacaforrokn.html,6.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/cacaforrokn.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/cacaforrokn.jpg,,12,183,Use to safely transport your Rocking T Knife on trips. Black Vinyl Carrying Case.,,instock,942,,,,,,1,"The Wright Stuff, Inc.",111217,In the Kitchen,Adaptive Knives,Safely transport your Rocking T Knife on trips.,,,,Rocking T Knife,,,,,,,,,,,,,,,,,,,,,
VH37113,Verilux® UVC Sanitizing Wand,http://www.wrightstuff.biz/veuvcsawawig.html,69.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/veuvcsawawig.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/veuvcsawawig.jpg,,12,183,"Welcome the day with confidence, knowing your home is clean and allergen free. The Verilux UVC Sanitizing Wand sanitizes all your household surfaces instantly - eliminating mold, spores, bacteria and dust mites at the flick of a switch.Keep mattresses free of dust mites and germs. This magic Wand kills 99.9% of germs, viruses and dust mites. You?ve read stories about dust mites living in your mattresses and furniture, feeding on dead skin cells and spreading disease. Now you can safely eliminate these disgusting pests and rid your home of bacteria, germs, viruses and mold without exposing your loved ones to dangerous chemicals.The new Verilux® UVC Sanitizing Wand utilizes powerful Germ-X Lightwave Technology™ to sanitize bedding, sofas, baby toys, toothbrushes, cooking utensils, counters and bathroom fixtures. Gradually wave the Sanitizing Wand over the surface to be treated, and germs are eliminated. Baby furniture, pet bedding and even footwear can be treated to eliminate odors and dangerous viruses. And, an exclusive safety switch turns the unit off, if it is pointed upward. The Verilux® UVC Sanitizing Wand comes complete with AC Adapter/Quick-charge battery charger, battery pack, padded storage case, detailed instructions and a 1-year limited warranty. The long-life UV-C bulb is rated for 15,000 hours (that?s 7 years under normal use). Verilux Sanitizing Wand Features: The Verilux® Sanitizing Wand utilizes advanced UV-C light technology in the range of 258 to 262nm to kill dust mites, viruses, bacteria and 99.9% of household germs. Perfect for sanitizing mattresses, countertops, flatware, computer keyboards, and surfaces in baby rooms. Safety shut-off guards against unwanted exposure to eyes and skin. Built-in timer allows for precise exposure times of 5 or 60 minutes. Comes complete with protective carrying case, battery pack and AC Adapter/Battery Charger. Easy to read digital display. Low battery warning light. Powerful rechargeable batteries included. 1-year limited warranty (battery pack not included). Base - 2.5 x 20.75 inches. Sanitizing Wand Instruction Manual",,instock,942,,,,,,1,"The Wright Stuff, Inc.",768533371133,Around the House,Light Therapy,"Uses powerful Germ-X Lightwave Technology™ to sanitize bedding, sofas, baby toys, toothbrushes, cooking utensils, counters and bathroom fixtures.",,768533371133,,Home Health Sanitizing,,,,,,,,,,,,,,,,,,,,,
CFP104,Freedom Desert Bowl,http://www.wrightstuff.biz/frdebo.html,19.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/frdebo.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/frdebo.jpg,,12,183,"The Freedom Desert Bowl is a high sided bowl that screws down onto the Freedom-Pad. Users can now free themselves with no danger of the bowl moving or tipping over. The Desert bowl comes complete with the removable Freedom Non Skid, No Spill Vacuum Pad attached to the bottom.The Freedom Dinnerware non skid Desert Bowl was designed for people with hand tremors, paralysis, Parkinson's disease, arthritis, uncontrolled movement and disabilities that restrict hand movement necessary for eating independently. The Freedom Desert Bowl is also ideal for young children, helping them to eat and drink independently and at the same time reducing accidental spills.In addition, they reduce labour cost and time by helping to eliminate spills, laundry cleaning and damage to equipment, bedding and flooring.Shown holding the entire 4 ounces of ice cream. Freedom Desert Bowl Features: Comes complete with the removable Freedom Non Skid, No Spill Vacuum Pad. Reduce labor cost and time by helping to eliminate spills. Freedom Desert Bowl Specifications: Width - 4 1/2"". Height - 1 1/2"".",,instock,942,,,,,,1,"The Wright Stuff, Inc.",111524,In the Kitchen,"Adaptive Plates, Plate Guards and Bowls","Non Skid, no spill desert bowl",,,,Freedom Dinnerware,,,,,,,,,,,,,,,,,,,,,
ACI10,AbleTripod Walking Cane Tip,http://www.wrightstuff.biz/abletripod.html,21.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/abletripod.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/abletripod.jpg,,12,183,"The ergonomically designed AbleTripod® Base weighs 8½ ounces and makes your walking cane self-standing, providing maximum stability and function to your cane. Composed of a durable, specially weighted rubber compound, great care was taken to control the right amount of flexibility, giving the base its remarkable performance. Stairs are now easily managed. Quad canes need to be turned sideways on stairs, making the user uncomfortable and in some cases fearful. The AbleTripod® gives the user confidence to negotiate even the narrowest steps. The stress of impact on the user's hand is greatly reduced by the AbleTripod® Base , which flexes as you walk. The tips of the pods flex, grabbing while permitting the AbleTripod® to roll through, maintaining contact with the ground. The stability of the AbleTripod® base is not compromised whether on grass, gravel or sand , whereas typical canes may sink into the ground. The AbleTripod® Walking Cane Tip can be used in ways that no other cane can: its unique design enables the user to lean into the cane, experiencing both support and balance. The ability to lateralize gives the user a unique feeling of confidence, knowing that the AbleTripod® is less likely to slip out than quad canes. The patented AbleTripod® Base easily replaces your walking cane tip, addressing all of these issues and more. The base comes in 4 standard-size openings: 5/8"", 3/4"", 7/8"", 1"" and 11/16"" **See Diagram below for proper fit.** AbleTripod Walking Cane Tip Features: Adds maximum stability and function to your cane. Composed of a durable, specially weighted rubber compound. Greatly reduces the stress of impact on the user's hand. A unique design that enables the user to lean into the cane, experiencing both support and balance. AbleTripod Walking Cane Tip Specifications: Weighs 8 1/2 ounces. 4 standard-size openings: 5/8"", 3/4"", 7/8"", 1"" and 11/16"".",,instock,942,,,,,,1,"The Wright Stuff, Inc.",,On The Move,Walking Canes and Cane Accessories,"Self-standing, provides maximum stability and function to your walking cane.",,,,,,,,,,,,,,,,,,,,,,,,,
CK0,Single Knork,http://www.wrightstuff.biz/single.html,5.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/single.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/single.jpg,,12,183,"The Knork is a simple, single utensil that functions as a knife and fork together as one. Its innovative shape has a balanced handle that provides stability and comfort. This design enables you to more easily cut food by using a rocking motion on the gently curved outside tines.This knife and fork combo utensil is also recognized as a daily living aid for people with limited hand mobility-- from temporary injuries such as sprains to permanent conditions such as severe arthritis. It can be invaluable to individuals with no use of one hand due to conditions such as hemi-paralysis and amputations. The Knork® has been implemented in rehabilitation centers and hospitals around the country. Individuals who would otherwise require that their food be cut for them-- or else greatly limit their meal choices-- can gain greater independence and freedom by using this remarkable eating tool. Knork Features: The Head: The Knork's outer tines are curved and beveled, creating rounded cutting edges that are not serrated or even sharp to the touch. This utensil is as safe to the mouth as a standard fork. The curved shape enables the head to be rocked back and forth in a motion that is very much like that of a rocking chair. It is the combination of the beveled edge and the rocking motion that gives the Knork® its amazing cutting ability. The Finger Platform: The Knork® has an enlarged finger platform located between the handle and head. When trying to cut foods using a regular fork, the finger can develop a painful ""indentation"" from pressing down on the side of the narrow handle or tines. When using the Knork®, the finger rests on the smooth, comfortable platform. It also reduces the effort needed to rock the head back and forth, creating the cutting motion. As a result, the Knork® can cut through tougher foods such as pizza. Contoured Handle: An enlarged, rounded end gives the Knork® enhanced leverage, balance and stability. It is designed to be equally easy to use with either the right or left hand. The Knork is 100% forged 18/10 stainless steel which makes it durable, and dishwasher safe.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",,In the Kitchen,Adaptive Eating Utensils,The knork cuts through food with a rocking motion which is facilitated by a finger platform on both sides of the handle. Knorks are symmetric and can be used by both left-handers and right-handers.,,,,Knork Silverware,,,,,,,,,,,,,,,,,,,,,
ALP1076JPS,Magnetic Silver Jewelry Clasp with Safety Snap,http://www.wrightstuff.biz/masijeclwisa.html,7.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/masijeclwisa.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/masijeclwisa.jpg,,12,183,"The Magnetic Silver Jewelry Clasp with Safety Snap is very secure, and easy to use. The clasp is an ideal solution if you have difficulties using clasps due to arthritis. Magnetic Silver Jewelry Clasp with Safety Snap will change any standard necklace, bracelet or chain clasp to one with a magnetic clasp, making it simple and easy to close. The Magnetic Jewelry Clasp with Safety Snap is a great, high quality clasp and it does not require a jeweler to install. The magnetic clasp can be easily connected to any necklace or bracelet that has a traditional claw and loop clasp. This innovative new jewelry accessory makes wearing any piece of jewelry a snap! The Magnetic Silver Jewelry Clasp with Safety Snap can be challenging for someone with weak hand conditions, but it makes putting on and removing the jewelry easier. Especially when used with the 3 In 1 Hooker Bracelet Fastener. Magnetic Silver Jewelry Clasp with Safety Snap Features: Easy to attach to any necklace or bracelet. Makes putting on and removing the jewelry easier.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",111227,Getting Ready,Adaptive Dressing Aids,Converts hard to close spring and lobster clasps on necklaces and bracelets.,,,,Jewelry Helpers,Magnetic Jewelry Clasps,,,,,,,,,,,,,,,,,,,,
ALP1075PS,Magnetic Silver Jewelry Clasp,http://www.wrightstuff.biz/masijecl.html,6.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/masijecl.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/masijecl.jpg,,12,183,"The Magnetic Silver Jewelry Clasp is very secure, and easy to use. The clasp is an ideal solution if you have difficulties using clasps due to arthritis. The Magnetic Silver Jewelry Clasp will change any standard necklace, bracelet or chain clasp to one with a magnetic clasp, making it simple and easy to close. The Gold Magnetic Jewelry Clasp is a great, high quality clasp and it does not require a jeweler to install. The magnetic clasp can be easily connected to any necklace or bracelet that has a traditional claw and loop clasp. This innovative new jewelry accessory makes wearing any piece of jewelry a snap! The Magnetic Silver Jewelry Clasp can be challenging for someone with weak hand conditions, but it makes putting on and removing the jewelry easier. Especially when used with the 3 In 1 Hooker Bracelet Fastener. Magnetic Silver Jewelry Clasp Features: Easy to attach to any necklace or bracelet. Makes putting on and removing the jewelry easier.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",111225,Getting Ready,Adaptive Dressing Aids,Easy to open and close Magnetic Silver Jewelry Clasp.,,,,Jewelry Helpers,Magnetic Jewelry Clasps,,,,,,,,,,,,,,,,,,,,
CK087,Red Plastic 4 Pack Knork,http://www.wrightstuff.biz/redpl4pakn.html,2.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/redpl4pakn.gif,http://feeds2.yourstorewizards.com/1931/images/100x500/redpl4pakn.gif,,12,183,"The four Premium Plastic Knorks® included in this set are full 7"" dinnerware size. Their premium plastic construction is the strongest and most durable grade in the industry, making them re-usable and dishwasher safe. Their Vivid Red shade adds a splash of color and fun to indoor or outdoor tables. These Knorks® are perfect to tote along to picnics, campsites, restaurants and on travel. Red Plastic 4 Pack Knork Features: Red shade adds a splash of color and fun to any occasion! Use indoor and outdoor. Re-usable and dishwasher safe! Red Plastic 4 Pack Knork Specifications: Length: 7in. Made of strong, durable plastic.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",898495000878,In the Kitchen,Adaptive Eating Utensils,"Premium Plastic Knorks® are the strongest and most durable grade in the industry, making them re-usable and dishwasher safe.",,898495000878,,Knork Silverware,,,,,,,,,,,,,,,,,,,,,
CHP505,Knee Rest Pillow,http://www.wrightstuff.biz/kneerestpillow.html,33.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/kneerestpillow.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/kneerestpillow.jpg,,12,183,"The Knee rest pillow's soft foam is more stable than regular pillows. The Knee Rest Pillow is designed to promote proper alignment, reduce pressure or elevate extremities. Knee rest pillow's can be placed under knees, arms, feet, or behind back. Knee Rest Pillow Features: Designed to promote proper alignment, reduce pressure or elevate extremities. Cotton cover is machine washable. Knee Rest Pillow Specifications: Measures 24 x 11 x 15 inches. Non returnable if packaging is opened.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",91608040109,For Your Comfort,Pillows and Bed Positioning Aids,"Designed to promote proper alignment, reduce pressure or elevate extremities.",,,,Knee Positioning Pillows,,,,,,,,,,,,,,,,,,,,,
CK04,Knork 4 Pack,http://www.wrightstuff.biz/knork4pack.html,21.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/knork4pack.gif,http://feeds2.yourstorewizards.com/1931/images/100x500/knork4pack.gif,,12,183,"The KNORK® can be used as an eating aid for people with limited hand mobility, from temporary injuries to permanent conditions such as severe arthritis and hemi-paralysis (more commonly known as one-sided paralysis.)KNORK® looks like a normal eating utensil and attracts no attention when using it. People who would otherwise require that their food be cut for them-- or else limit their meal choices-- can gain increased independence by using the KNORK®.Because of KNORK®?s rising popularity with stroke victims, amputees and others who only have the use of one hand, KNORK®s are slowly infiltrating hospital rehabilitation units and cafeterias across the country.Unlike a knife, the knork cuts through food with a rocking motion which is facilitated by a finger platform on both sides of the handle. Knorks are symmetric and can be used by both left-handers and right-handers. Knork 4 Pack Features: Cut through food with a rocking motion. Finger platforms on both sides of the handle. Can be used by both left-handers and right-handers. Unlike anything else on the market! Knork 4 Pack Specifications: Enables a user to cut and spear food using only one utensil ? and one hand!",,instock,942,,,,,,1,"The Wright Stuff, Inc.",,In the Kitchen,Adaptive Eating Utensils,The KNORK® looks like a normal eating utensil and attracts no attention when using it.,,898495000014,,Knork Silverware,,,,,,,,,,,,,,,,,,,,,
AKE33022,Easy Slider 24 inch Shoehorn,http://www.wrightstuff.biz/easl24insh.html,7.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/easl24insh.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/easl24insh.jpg,,12,183,Coated surface of the Easy Slider 24 inch Shoehorn makes it easy for the foot to slide into the shoe. Textured grip handle is easy to grasp. Enameled steel shaft. Easy Slider 24 inch Shoehorn Features: Textured grip handle is easy to grasp. Easy Slider 24 inch Shoehorn Specifications: Enameled steel shaft. Length: 24 inches.,,instock,942,,,,,,1,"The Wright Stuff, Inc.",111213,Getting Ready,Adaptive Dressing Aids,Foam padded handle is easy to grasp.,,873704001341,,Long Handle Shoe Horns,Easy Slider Shoehorn,,,,,,,,,,,,,,,,,,,,
CBC500M,Bridge Medical Telescoping Grip Grab Bar,http://www.wrightstuff.biz/brmetegrgrba.html,97.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/brmetegrgrba.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/brmetegrgrba.jpg,,12,183,"The Bridge Medical Telescoping Grip Grab Bar offers a unique extendable handle that allows the Portable Suction Grab Bar to lengthen and shorten as necessary to adjust to the specific needs of the user. The Telescoping Grip comes accommodates practically any need and the high quality, 4.7"" diameter suction cups offer the strongest and most reliable hold on the market today. The Telescoping Grip Grab Bar provides a safe means of getting in and out of the shower or bathtub. Designed as heavy duty Medical Devices that are tested and approved by health professionals, Bridge Medical's Portable Grab Bars give you the confidence you need to move freely and independently without worry. Bridge Medical Telescoping Grip Grab Bar Features: Does not require any drilling into wall for installation. Easily installs and uninstalls in seconds. Ideal for travel. Offers safety and support in the bathroom Bridge Medical Telescoping Grip Grab Bar Specifications: Length extends: 19-24 inches. 5"" minimum size tile required for solid adhesion.",,instock,942,,,,,,1,Bridge Medical,898387001013,Getting Ready,Bathroom Safety Grab Bars,Great for use on all smooth non porous surfaces!,,898387001013,,Bridge Medical Portable Grab Bars,,,,,,,,,,,,,,,,,,,,,
CCP09100,Anti Snore Pillow,http://www.wrightstuff.biz/ansnpi.html,99.99,,http://feeds2.yourstorewizards.com/1931/images/250x1000/ansnpi.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/ansnpi.jpg,,12,183,"Comfortably position your head and neck for improved airway alignment to reduce the most common causes of snoring, like sleeping on your back. A built-in air chamber in the center of this pillow allows adjustable support to help keep you off your back during the night. Simply inflate the air bubble with the connected tube to the desired height. The Anti Snore Pillow is made of natural latex foam flocks that regulate moisture and warmth and provide a soft, supportive sleeping surface. The pillow is curved to accommodate your neck area, and its anatomical shape ensures proper support during the night. The high quality Euro soft cotton cover is quilted for added comfort and luxury, and can be removed for washing. The pillow fits a queen size case and looks normal on your bed. Anti Snore Pillow Features: Adjustable anti-snore air chamber positions your head and neck to help prevent snoring via an easy to use inflate valve. The pillow?s curved shape accommodates your neck area. Open cell, natural latex foam regulates moisture and warmth and provides a soft, supportive sleeping surface. Promotes side sleeping. Quilted cover is removable for washing. Family members will sleep better with reduced snoring. Anti Snore Pillow Specifications: Fits in queen size pillow case. 25 L x 13 W x 6.25 H. Non returnable if packaging is opened.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",737709002126,For Your Comfort,Pillows and Bed Positioning Aids,Improves airway alignment to reduce snoring.,,737709002126,,Neck Positioning Pillows,,,,,,,,,,,,,,,,,,,,,
CCT100,Crutch Tote,http://www.wrightstuff.biz/crutchtote.html,17.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/crutchtote.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/crutchtote.jpg,,12,183,"Being on crutches is challenging enough. Having no way to carry your stuff only makes things worse. That?s the beauty of Crutch Tote™ - the ultimate crutch accessory!Strap this clever pouch to your crutches, and you have an instant, hands-free carry bag. Its two roomy pockets hold an amazing range of necessities.At home ? It?s a crutch bag that holds eyeglasses, remote controllers, magazines, and moreAt school ? It?s a handy saddlebag that keeps pens, notepads, and water bottles handyAt work ? It?s a convenient crutch accessory that corrals cell phones, writing supplies, organizers?even a folding umbrella!Wherever you are, this ingenious crutch caddy makes life on crutches SO much easier. It?s the must-have crutch accessory for people on the go! Crutch Tote Features: Fits underarm crutches of all heights (tuck the bottom pocket up for use with children?s crutches). Attaches easily with Velcro® straps. Machine washable.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",111418,On The Move,Crutch Accessories,"Instant, hands-free carry bag.",,,,,,,,,,,,,,,,,,,,,,,,,
CBE1100,Original BeasyTrans Transfer Board,http://www.wrightstuff.biz/orbetrbo.html,209.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/orbetrbo.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/orbetrbo.jpg,,12,183,"The Original BeasyTrans Transfer Board is ideal for automobile transfers. Longer length will accommodate patients and transfers in areas where space is not an issue. This model has been used successfully in boosting or repositioning patients in bed. The ""No-Lift"" Frictionless BeasyTrans™ Easy Transfer System BeasyTrans™ Systems are totally portable. With the BeasyTrans™ Systems, most users can achieve regular access to an automobile. For some, this may mean a greater quality of life. The visiting of friends and relatives may be resumed. Educational and cultural undertakings can be attended. The systems may even allow the user to live at home while receiving outpatient care, rather than living in a long term facility and even for travelling! Tissue Friendly - Elimination of Skin Friction It's a well documented fact: lifting leads to injury. For example, patient movement tasks statistically place nursing personnel in the top percentile of the U.S. labor force for back injuries. At the same time, the person being lifted is at risk for arm and brachial plexus type injuries as well as back injuries from being torqued or twisted. The risk of such injuries is tremendously reduced when lifting is eliminated. The frictionless, lateral slide is clearly the state of the art in patient transfer. Versatility The design of the BeasyTrans™ Easy Transfer Systems make it possible to apply sliding technology to a wide range of transfer and therapeutic functions in both the clinical and homecare environment. For example, strategic placement of the Beasy seat under a draw sheet allows a minimum number of caregivers to easily perform such difficult transfers as bed to gurney, supine, or boosting of patients.Because the seat easily rotates 360 degrees, the systems can be used for range of motion exercises for hands, feet or other body parts.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",111411,On The Move,"Transfer Discs, Slides and Boards",Longer length will accommodate patients and transfers in areas where space is not an issue.,,,,BeasyTrans Easy Transfer Board,,,,,,,,,,,,,,,,,,,,,
AJB0511,100 Questions & Answers About Arthritis,http://www.wrightstuff.biz/100quanabar.html,18.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/100quanabar.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/100quanabar.jpg,,12,183,"This book provides authoritative, practical answers to 100 of the most common questions asked by arthritis patients, including diagnosis, underlying causes, treatment options, sources of support, and much more. More than 2 million Americans suffer from rheumatoid arthritis. Whether you've been diagnosed with rheumatoid arthritis or care for someone with this disease, 100 Questions & Answers About Arthritis , offers help. Concise, easy-to-read paperback book. The question and answer format mimics an actual physician consultation. Provides both the patient's and physician's perspective on rheumatoid arthritis. Provides practical answers to questions about diagnosis, underlying causes, treatment options, sources of support, and much more. 100 Questions & Answers About Arthritis Features: This book provides authoritative, practical answers to the most common questions asked by arthritis patients. Format mimics an actual physician consultation. Provides both the patient's and physician's perspective on rheumatoid arthritis. Written by a prominent physician. 100 Questions & Answers About Arthritis Specifications: 199 pages filled with all of your answers. Includes an index, appendix, and glossary.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",9780763740511,Around the House,Books and Videos,Answers to 100 of the most common questions asked by arthritis patients.,0763740519,,,,,,,,,,,,,,,,,,,,,,,,
CPO455,Burn Resistant Smokers Apron,http://www.wrightstuff.biz/buresmap.html,38.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/buresmap.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/buresmap.jpg,,12,183,"The Burn Resistant Smokers Apron is intended for individuals who smoke and require a protective cover to shield against hot ashes and dropped cigarettes. The adjustable neck strap is secured with a quick-release buckle and two sets of tie straps to secure the apron to the waist and thighs. Economy-light gray Smokers Apron - CPO4551E The Posey Economy Smoker?s Apron is price competitive and made from a wipe clean, silicone coated fiberglass fabric. Premium-navy blue Smokers Apron - CPO4551 The Posey Premium Smoker?s Apron is lighter in weight and made from a machine washable fire resistant Nomex® and Kevlar® fabric that is used in the outer shells of many firefighter suits. Burn Resistant Smokers Apron Features: Secured with a quick-release buckle. Adds a layer of insulation against burns and damage to clothing from cigarettes or falling ashes. Intended for people who may not move quickly enough to prevent hot ashes from falling in their lap. Burn Resistant Smokers Apron Specifications: Dimensions: 30""W x 36""H.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",,Around the House,Other Useful Adaptive Tools,Shield against hot ashes and dropped cigarettes.,,705105999357,,,,,,,,,,,,,,,,,,,,,,,
CTD30041,Everyday Bruise Relief,http://www.wrightstuff.biz/evbrre.html,19.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/evbrre.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/evbrre.jpg,,12,183,"The TriDerma® Everyday Bruise Relief is for those who bruise easily, have thin skin, or heal slowly. This extra rich cream provides fast healing. Gentle, yet powerful, this cream soothes and helps skin heal faster from bruises, redness, skin tightness, dryness or skin injury. It is ideal to use immediately after laser, waxing or peels to help calm, soothe and heal your skin. It contains Aloe and extra Arnica to help heal bruising, swelling, redness and pain caused by medications, everyday minor skin trauma or surgical procedures. The specialized formula contains select healing ingredients, proven botanicals, rich plant complexes and vitamins to help restore healthy skin. Everyday Bruise Relief Features: Extra rich cream will help to heal bruising, swelling, redness and pain. Non-comedogenic. Non-greasy and fragrance free. Everyday Bruise Relief Specifications: Size: Every Day Bruise Relief 4 oz. jar. Contains Aloe and extra Arnica. aloe barbadensis (AP4® genuine virgin organic aloe vera) leaf extract, methylsulfonylmethane (msm), arnica (montana flower) extract, cetearyl glucoside, allantoin, beeswax, glyceryl stearate, tocopherol acetate (vitamin e), cyclomethicone, triethanolamine, petrolatum, ibpc, phenoxyethanol, disodium edta",,instock,942,,,,,,1,"The Wright Stuff, Inc.",182228000052,For Your Comfort,Triderma MD® Therapeutic Skin Products,For thin skin that easily bruises.,,182228000052,,,,,,,,,,,,,,,,,,,,,,,
